"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Grade PK","Grade KG","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2010-2011","53","Loudoun County","180","Round Hill Elementary","Y"," ","<","<","<","<"," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","53","Loudoun County","240","Sanders Corner Elementary","N","<","83","102","98","104","97","122"," "," "," "," "," "," "," ","607"," ","607"
"2010-2011","53","Loudoun County","240","Sanders Corner Elementary","Y"," ","<","<","10","<","<","<"," "," "," "," "," "," "," ","40"," ","40"
"2010-2011","53","Loudoun County","870","Seldens Landing Elementary","N","<","145","150","176","199","153","159"," "," "," "," "," "," "," ","984"," ","984"
"2010-2011","53","Loudoun County","870","Seldens Landing Elementary","Y"," ","<","12","12","<","12","<"," "," "," "," "," "," "," ","55"," ","55"
"2010-2011","53","Loudoun County","30","Seneca Ridge Middle","N"," "," "," "," "," "," "," ","296","301","273"," "," "," "," ","870"," ","870"
"2010-2011","53","Loudoun County","30","Seneca Ridge Middle","Y"," "," "," "," "," "," "," ","40","34","34"," "," "," "," ","108"," ","108"
"2010-2011","53","Loudoun County","90","Smart's Mill Middle","N"," "," "," "," "," "," "," ","301","296","302"," "," "," "," ","899"," ","899"
"2010-2011","53","Loudoun County","90","Smart's Mill Middle","Y"," "," "," "," "," "," "," ","22","15","19"," "," "," "," ","56"," ","56"
"2010-2011","53","Loudoun County","690","Sterling Elementary","N","73","48","59","38","42","41","47"," "," "," "," "," "," "," ","348"," ","348"
"2010-2011","53","Loudoun County","690","Sterling Elementary","Y"," ","51","47","30","28","34","22"," "," "," "," "," "," "," ","212"," ","212"
"2010-2011","53","Loudoun County","760","Sterling Middle","N"," "," "," "," "," "," "," ","192","197","211"," "," "," "," ","600","<","601"
"2010-2011","53","Loudoun County","760","Sterling Middle","Y"," "," "," "," "," "," "," ","97","78","84"," "," "," "," ","259"," ","259"
"2010-2011","53","Loudoun County","350","Steuart W. Weller Elementary","N","54","71","108","106","86","89","93"," "," "," "," "," "," "," ","607"," ","607"
"2010-2011","53","Loudoun County","350","Steuart W. Weller Elementary","Y"," ","41","35","24","24","23","14"," "," "," "," "," "," "," ","161"," ","161"
"2010-2011","53","Loudoun County","850","Stone Bridge High","N"," "," "," "," "," "," "," "," "," "," ","443","496","470","464","1,873","<","1,875"
"2010-2011","53","Loudoun County","850","Stone Bridge High","Y"," "," "," "," "," "," "," "," "," "," ","<","13","13","10","40"," ","40"
"2010-2011","53","Loudoun County","570","Stone Hill Middle","N"," "," "," "," "," "," "," ","423","414","358"," "," "," "," ","1,195"," ","1,195"
"2010-2011","53","Loudoun County","570","Stone Hill Middle","Y"," "," "," "," "," "," "," ","30","10","16"," "," "," "," ","56"," ","56"
"2010-2011","53","Loudoun County","10","Sugarland Elementary","N","39","45","25","43","41","36","37"," "," "," "," "," "," "," ","266"," ","266"
"2010-2011","53","Loudoun County","10","Sugarland Elementary","Y"," ","55","55","47","49","42","30"," "," "," "," "," "," "," ","278"," ","278"
"2010-2011","53","Loudoun County","750","Sully Elementary","N","36","47","23","18","31","28","30"," "," "," "," "," "," "," ","213"," ","213"
"2010-2011","53","Loudoun County","750","Sully Elementary","Y"," ","47","32","39","29","29","30"," "," "," "," "," "," "," ","206"," ","206"
"2010-2011","53","Loudoun County","280","Sycolin Creek Elementary","N","76","103","83","122","98","112","109"," "," "," "," "," "," "," ","703"," ","703"
"2010-2011","53","Loudoun County","280","Sycolin Creek Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","24"," ","24"
"2010-2011","53","Loudoun County","200","Tuscarora High","N","17"," "," "," "," "," "," "," "," "," ","437","319","235"," ","1,008","<","1,013"
"2010-2011","53","Loudoun County","200","Tuscarora High","Y"," "," "," "," "," "," "," "," "," "," ","35","27","21"," ","83"," ","83"
"2010-2011","53","Loudoun County","700","Waterford Elementary","N","<","32","38","38","40","46","36"," "," "," "," "," "," "," ","232"," ","232"
"2010-2011","53","Loudoun County","590","Woodgrove High","N","17"," "," "," "," "," "," "," "," "," ","344","398","332"," ","1,091","<","1,098"
"2010-2011","53","Loudoun County","590","Woodgrove High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<"," ","<"," ","<"
"2010-2011","53","Loudoun County"," "," ","N"," "," "," "," "," "," "," ","330","353","369"," "," "," "," ","1,052","<","1,054"
"2010-2011","53","Loudoun County"," "," ","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","16"," ","16"
"2010-2011","54","Louisa County","660","Jouett Elementary","N","29","115","80","92","99","95","107"," "," "," "," "," "," "," ","617"," ","617"
"2010-2011","54","Louisa County","660","Jouett Elementary","Y"," "," ","<"," ","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","54","Louisa County","602","Louisa County High","N"," "," "," "," "," "," "," "," "," "," ","326","361","378","377","1,442"," ","1,442"
"2010-2011","54","Louisa County","602","Louisa County High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","<"," ","<"
"2010-2011","54","Louisa County","601","Louisa County Middle","N"," "," "," "," "," "," "," ","319","375","349"," "," "," "," ","1,043"," ","1,043"
"2010-2011","54","Louisa County","601","Louisa County Middle","Y"," "," "," "," "," "," "," ","<","<"," "," "," "," "," ","<"," ","<"
"2010-2011","54","Louisa County","80","Moss-Nuckols Elementary","N","43","90","91","87","96","93","95"," "," "," "," "," "," "," ","595"," ","595"
"2010-2011","54","Louisa County","80","Moss-Nuckols Elementary","Y"," "," ","<","<","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","54","Louisa County","610","Thomas Jefferson Elementary","N","27","92","97","86","94","89","85"," "," "," "," "," "," "," ","570"," ","570"
"2010-2011","54","Louisa County","610","Thomas Jefferson Elementary","Y"," ","<","<","<","<"," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","54","Louisa County","641","Trevilians Elementary","N","23","68","63","65","65","82","66"," "," "," "," "," "," "," ","432"," ","432"
"2010-2011","54","Louisa County","641","Trevilians Elementary","Y"," ","<"," "," ","<"," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","55","Lunenburg County","560","Central High","N"," "," "," "," "," "," "," "," "," "," ","137","132","91","118","478"," ","478"
"2010-2011","55","Lunenburg County","560","Central High","Y"," "," "," "," "," "," "," "," "," "," ","<","<"," ","<","<"," ","<"
"2010-2011","55","Lunenburg County","240","Kenbridge Elementary","N","63","61","38","47","41","54","43"," "," "," "," "," "," "," ","347"," ","347"
"2010-2011","55","Lunenburg County","240","Kenbridge Elementary","Y"," "," ","<","<","<","<"," "," "," "," "," "," "," "," ","16"," ","16"
"2010-2011","55","Lunenburg County","171","Lunenburg Middle","N"," "," "," "," "," "," "," ","130","113","118"," "," "," "," ","361"," ","361"
"2010-2011","55","Lunenburg County","171","Lunenburg Middle","Y"," "," "," "," "," "," "," ","<"," ","<"," "," "," "," ","<"," ","<"
"2010-2011","55","Lunenburg County","140","Victoria Elementary","N","<","70","81","68","61","84","68"," "," "," "," "," "," "," ","439"," ","439"
"2010-2011","55","Lunenburg County","140","Victoria Elementary","Y"," "," "," ","<","<"," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","115","Lynchburg City","290","Bedford Hills Elementary","N"," ","88","97","76","82","64","89"," "," "," "," "," "," "," ","496"," ","496"
"2010-2011","115","Lynchburg City","290","Bedford Hills Elementary","Y"," "," "," ","<"," ","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","115","Lynchburg City","70","Dearington Elementary/Innovation","N"," ","36","38","36","32","34","26"," "," "," "," "," "," "," ","202"," ","202"
"2010-2011","115","Lynchburg City","260","E.C. Glass High","N"," "," "," "," "," "," "," "," "," "," ","339","363","373","319","1,394"," ","1,394"
"2010-2011","115","Lynchburg City","260","E.C. Glass High","Y"," "," "," "," "," "," "," "," "," "," ","<"," "," ","<","<"," ","<"
"2010-2011","115","Lynchburg City","1102","Heritage Elementary","N","36","82","87","71","60","66","56"," "," "," "," "," "," "," ","458"," ","458"
"2010-2011","115","Lynchburg City","1102","Heritage Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","35"," ","35"
"2010-2011","115","Lynchburg City","130","Heritage High","N"," "," "," "," "," "," "," "," "," "," ","284","299","300","243","1,126"," ","1,126"
"2010-2011","115","Lynchburg City","130","Heritage High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","<"," ","<"
"2010-2011","115","Lynchburg City","360","Linkhorne Elementary","N","17","75","64","73","70","69","72"," "," "," "," "," "," "," ","440"," ","440"
"2010-2011","115","Lynchburg City","360","Linkhorne Elementary","Y"," "," ","<","<","<","<","<"," "," "," "," "," "," "," ","19"," ","19"
"2010-2011","115","Lynchburg City","350","Linkhorne Middle","N"," "," "," "," "," "," "," ","193","205","229"," "," "," "," ","627"," ","627"
"2010-2011","115","Lynchburg City","170","Paul L. Dunbar Middle for Innovation","N"," "," "," "," "," "," "," ","215","199","221"," "," "," "," ","635"," ","635"
"2010-2011","115","Lynchburg City","170","Paul L. Dunbar Middle for Innovation","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","<"," ","<"
"2010-2011","115","Lynchburg City","330","Paul Munro Elementary","N","66","53","60","51","42","44","45"," "," "," "," "," "," "," ","361"," ","361"
"2010-2011","115","Lynchburg City","270","Perrymont Elementary","N","49","58","63","44","37","41","48"," "," "," "," "," "," "," ","340"," ","340"
"2010-2011","115","Lynchburg City","270","Perrymont Elementary","Y"," ","<","<"," ","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","115","Lynchburg City","190","Robert S. Payne Elementary","N","51","63","79","81","116","116","97"," "," "," "," "," "," "," ","603"," ","603"
"2010-2011","115","Lynchburg City","190","Robert S. Payne Elementary","Y"," "," "," ","<","<","<"," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","115","Lynchburg City","370","Sandusky Elementary","N","18","58","50","55","46","44","63"," "," "," "," "," "," "," ","334"," ","334"
"2010-2011","115","Lynchburg City","370","Sandusky Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","13"," ","13"
"2010-2011","115","Lynchburg City","340","Sandusky Middle","N"," "," "," "," "," "," "," ","184","181","179"," "," "," "," ","544"," ","544"
"2010-2011","115","Lynchburg City","340","Sandusky Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","20"," ","20"
"2010-2011","115","Lynchburg City","300","Sheffield Elementary","N","35","82","82","68","60","57","56"," "," "," "," "," "," "," ","440"," ","440"
"2010-2011","115","Lynchburg City","300","Sheffield Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","30"," ","30"
"2010-2011","115","Lynchburg City","90","T.C. Miller Elementary for Innovation","N","17","37","36","40","30","36","35"," "," "," "," "," "," "," ","231"," ","231"
"2010-2011","115","Lynchburg City","90","T.C. Miller Elementary for Innovation","Y"," "," ","<","<"," "," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","115","Lynchburg City","250","William M. Bass Elementary","N","16","40","42","48","32","34","36"," "," "," "," "," "," "," ","248"," ","248"
"2010-2011","115","Lynchburg City","250","William M. Bass Elementary","Y"," "," ","<"," ","<"," "," "," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","56","Madison County","221","Madison County High","N"," "," "," "," "," "," "," "," "," "," ","166","145","138","127","576","<","577"
"2010-2011","56","Madison County","221","Madison County High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","<"," ","<"
"2010-2011","56","Madison County","230","Madison Primary","N","49","143","128","125"," "," "," "," "," "," "," "," "," "," ","445"," ","445"
"2010-2011","56","Madison County","200","Waverly Yowell Elementary","N"," "," "," "," ","144","135","133"," "," "," "," "," "," "," ","412"," ","412"
"2010-2011","56","Madison County","200","Waverly Yowell Elementary","Y"," "," "," "," ","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2010-2011","56","Madison County","222","William H. Wetsel Middle","N"," "," "," "," "," "," "," ","130","141","126"," "," "," "," ","397"," ","397"
"2010-2011","56","Madison County","222","William H. Wetsel Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","<"," ","<"
"2010-2011","143","Manassas City","470","Baldwin Elementary","N"," ","49","55","60","52","52"," "," "," "," "," "," "," "," ","268"," ","268"
"2010-2011","143","Manassas City","470","Baldwin Elementary","Y"," ","79","61","51","65","55"," "," "," "," "," "," "," "," ","311"," ","311"
"2010-2011","143","Manassas City","60","George Carr Round Elementary","N","70","51","50","39","51","37"," "," "," "," "," "," "," "," ","298"," ","298"
"2010-2011","143","Manassas City","60","George Carr Round Elementary","Y"," ","45","42","41","52","38"," "," "," "," "," "," "," "," ","218"," ","218"
"2010-2011","143","Manassas City","70","Grace E. Metz Middle","N"," "," "," "," "," "," "," "," ","392","311"," "," "," "," ","703"," ","703"
"2010-2011","143","Manassas City","70","Grace E. Metz Middle","Y"," "," "," "," "," "," "," "," ","133","187"," "," "," "," ","320"," ","320"
"2010-2011","143","Manassas City","310","Jennie Dean Elementary","N","58","48","46","58","35","46"," "," "," "," "," "," "," "," ","291"," ","291"
"2010-2011","143","Manassas City","310","Jennie Dean Elementary","Y"," ","81","66","60","67","61"," "," "," "," "," "," "," "," ","335"," ","335"
"2010-2011","143","Manassas City","80","Mayfield Intermediate","N"," "," "," "," "," "," ","255","326"," "," "," "," "," "," ","581"," ","581"
"2010-2011","143","Manassas City","80","Mayfield Intermediate","Y"," "," "," "," "," "," ","242","195"," "," "," "," "," "," ","437"," ","437"
"2010-2011","143","Manassas City","370","Osbourn High","N"," "," "," "," "," "," "," "," "," "," ","392","371","347","359","1,469"," ","1,469"
"2010-2011","143","Manassas City","370","Osbourn High","Y"," "," "," "," "," "," "," "," "," "," ","193","156","131","68","548"," ","548"
"2010-2011","143","Manassas City","20","Richard C. Haydon Elementary","N"," ","58","72","54","50","67"," "," "," "," "," "," "," "," ","301"," ","301"
"2010-2011","143","Manassas City","20","Richard C. Haydon Elementary","Y"," ","80","58","54","52","53"," "," "," "," "," "," "," "," ","297"," ","297"
"2010-2011","143","Manassas City","10","Weems Elementary","N","18","45","39","52","40","42"," "," "," "," "," "," "," "," ","236"," ","236"
"2010-2011","143","Manassas City","10","Weems Elementary","Y"," ","96","65","77","63","72"," "," "," "," "," "," "," "," ","373"," ","373"
"2010-2011","144","Manassas Park City","522","Cougar Elementary","N","55","101","126","111"," "," "," "," "," "," "," "," "," "," ","393"," ","393"
"2010-2011","144","Manassas Park City","522","Cougar Elementary","Y"," ","126","148","96"," "," "," "," "," "," "," "," "," "," ","370"," ","370"
"2010-2011","144","Manassas Park City","420","Manassas Park Elementary","N"," "," "," "," ","128","179","157"," "," "," "," "," "," "," ","464"," ","464"
"2010-2011","144","Manassas Park City","420","Manassas Park Elementary","Y"," "," "," "," ","124","93","68"," "," "," "," "," "," "," ","285"," ","285"
"2010-2011","144","Manassas Park City","30","Manassas Park High","N"," "," "," "," "," "," "," "," "," "," ","170","169","148","157","644"," ","644"
"2010-2011","144","Manassas Park City","30","Manassas Park High","Y"," "," "," "," "," "," "," "," "," "," ","47","37","34","28","146"," ","146"
