"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2021-2022","123","Richmond City","90","Open High","188"," ","188"
"2021-2022","123","Richmond City","130","Overby-Sheppard Elementary","265"," ","265"
"2021-2022","123","Richmond City","3119","Patrick Henry School Of Science And Arts","316"," ","316"
"2021-2022","123","Richmond City","3110","Richmond Alternative","142"," ","142"
"2021-2022","123","Richmond City","3200","Richmond Career Education and Employment Charter School","22"," ","22"
"2021-2022","123","Richmond City","452","Richmond Community High","211"," ","211"
"2021-2022","123","Richmond City","1631","River City Middle","1,515"," ","1,515"
"2021-2022","123","Richmond City","1480","Southampton Elementary","435"," ","435"
"2021-2022","123","Richmond City","511","Summer Hill Preschool Center","124"," ","124"
"2021-2022","123","Richmond City","210","Swansboro Elementary","161"," ","161"
"2021-2022","123","Richmond City","480","Thomas C. Boushall Middle","455"," ","455"
"2021-2022","123","Richmond City","20","Thomas Jefferson High","908"," ","908"
"2021-2022","123","Richmond City","660","Westover Hills Elementary","368"," ","368"
"2021-2022","123","Richmond City","200","William Fox Elementary","358"," ","358"
"2021-2022","123","Richmond City","650","Woodville Elementary","265"," ","265"
"2021-2022","79","Richmond County","210","Rappahannock High","541"," ","541"
"2021-2022","79","Richmond County","20","Richmond County Elementary","809"," ","809"
"2021-2022","124","Roanoke City","280","Addison Aerospace Magnet Middle","585"," ","585"
"2021-2022","124","Roanoke City","210","Breckinridge Middle","668"," ","668"
"2021-2022","124","Roanoke City","20","Crystal Spring Elementary","321"," ","321"
"2021-2022","124","Roanoke City","410","Fairview Elementary","512"," ","512"
"2021-2022","124","Roanoke City","50","Fallon Park Elementary","566"," ","566"
"2021-2022","124","Roanoke City","380","Fishburn Park Elementary","269","4","273"
"2021-2022","124","Roanoke City","300","Garden City Elementary","280"," ","280"
"2021-2022","124","Roanoke City","310","Grandin Court Elementary","341","3","344"
"2021-2022","124","Roanoke City","110","Highland Park Elementary","376"," ","376"
"2021-2022","124","Roanoke City","420","Hurt Park Elementary","340"," ","340"
"2021-2022","124","Roanoke City","450","James Madison Middle","586"," ","586"
"2021-2022","124","Roanoke City","230","John P. Fishwick Middle","493"," ","493"
"2021-2022","124","Roanoke City","340","Lincoln Terrace Elementary","291"," ","291"
"2021-2022","124","Roanoke City","370","Monterey Elementary","477"," ","477"
"2021-2022","124","Roanoke City","60","Morningside Elementary","250","12","262"
"2021-2022","124","Roanoke City","390","Patrick Henry High","2,039"," ","2,039"
"2021-2022","124","Roanoke City","240","Preston Park Elementary","512"," ","512"
"2021-2022","124","Roanoke City","220","Roanoke Academy For Mathematics & Science Elementary","385"," ","385"
"2021-2022","124","Roanoke City","320","Round Hill Elementary","745"," ","745"
"2021-2022","124","Roanoke City","70","Virginia Heights Elementary","290"," ","290"
"2021-2022","124","Roanoke City","90","Wasena Elementary","215"," ","215"
"2021-2022","124","Roanoke City","350","Westside Elementary","681","2","683"
"2021-2022","124","Roanoke City","400","William Fleming High","1,828"," ","1,828"
"2021-2022","124","Roanoke City","150","Woodrow Wilson Middle","651"," ","651"
"2021-2022","80","Roanoke County","420","Back Creek Elementary","284"," ","284"
"2021-2022","80","Roanoke County","752","Bonsack Elementary","323"," ","323"
"2021-2022","80","Roanoke County","180","Burlington Elementary","450"," ","450"
"2021-2022","80","Roanoke County","560","Cave Spring Elementary","488"," ","488"
"2021-2022","80","Roanoke County","470","Cave Spring High","1,024"," ","1,024"
"2021-2022","80","Roanoke County","620","Cave Spring Middle","775"," ","775"
"2021-2022","80","Roanoke County","330","Clearbrook Elementary","336"," ","336"
"2021-2022","80","Roanoke County","40","Fort Lewis Elementary","255"," ","255"
"2021-2022","80","Roanoke County","650","Glen Cove Elementary","407"," ","407"
"2021-2022","80","Roanoke County","490","Glenvar Elementary","341"," ","341"
"2021-2022","80","Roanoke County","610","Glenvar High","623"," ","623"
"2021-2022","80","Roanoke County","751","Glenvar Middle","440"," ","440"
"2021-2022","80","Roanoke County","600","Green Valley Elementary","539"," ","539"
"2021-2022","80","Roanoke County","540","Herman L. Horn Elementary","403"," ","403"
"2021-2022","80","Roanoke County","754","Hidden Valley High","821"," ","821"
"2021-2022","80","Roanoke County","10","Hidden Valley Middle","557"," ","557"
"2021-2022","80","Roanoke County","530","Mason's Cove Elementary","203"," ","203"
"2021-2022","80","Roanoke County","290","Mount Pleasant Elementary","251"," ","251"
"2021-2022","80","Roanoke County","500","Mountain View Elementary","322"," ","322"
"2021-2022","80","Roanoke County","520","Northside High","913"," ","913"
"2021-2022","80","Roanoke County","640","Northside Middle","657"," ","657"
"2021-2022","80","Roanoke County","480","Oak Grove Elementary","406"," ","406"
"2021-2022","80","Roanoke County","50","Penn Forest Elementary","436"," ","436"
"2021-2022","80","Roanoke County","60","W.E. Cundiff Elementary","503"," ","503"
"2021-2022","80","Roanoke County","630","William Byrd High","1,107"," ","1,107"
"2021-2022","80","Roanoke County","232","William Byrd Middle","867"," ","867"
"2021-2022","81","Rockbridge County","650","Central Elementary","431"," ","431"
"2021-2022","81","Rockbridge County","150","Fairfield Elementary","241"," ","241"
"2021-2022","81","Rockbridge County","678","Maury River Middle","567","4","571"
"2021-2022","81","Rockbridge County","340","Mountain View Elementary","133"," ","133"
"2021-2022","81","Rockbridge County","641","Natural Bridge Elementary","219"," ","219"
"2021-2022","81","Rockbridge County","22","Rockbridge County High","1,039"," ","1,039"
"2021-2022","82","Rockingham County","870","Broadway High","957","5","962"
"2021-2022","82","Rockingham County","861","Cub Run Elementary","682"," ","682"
"2021-2022","82","Rockingham County","391","East Rockingham High","757","4","761"
"2021-2022","82","Rockingham County","400","Elkton Elementary","280"," ","280"
"2021-2022","82","Rockingham County","900","Elkton Middle","593"," ","593"
"2021-2022","82","Rockingham County","940","Fulks Run Elementary","130"," ","130"
"2021-2022","82","Rockingham County","960","J. Frank Hillyard Middle","644"," ","644"
"2021-2022","82","Rockingham County","1071","John C. Myers Elementary","491"," ","491"
"2021-2022","82","Rockingham County","970","John W. Wayland Elementary","521"," ","521"
"2021-2022","82","Rockingham County","500","Lacey Spring Elementary","241"," ","241"
"2021-2022","82","Rockingham County","360","Linville-Edom Elementary","161"," ","161"
"2021-2022","82","Rockingham County","600","McGaheysville Elementary","237"," ","237"
"2021-2022","82","Rockingham County","860","Montevideo Middle","614"," ","614"
"2021-2022","82","Rockingham County","520","Mountain View Elementary","382"," ","382"
"2021-2022","82","Rockingham County","920","Ottobine Elementary","180"," ","180"
"2021-2022","82","Rockingham County","1073","Peak View Elementary","466"," ","466"
"2021-2022","82","Rockingham County","10","Plains Elementary","438"," ","438"
"2021-2022","82","Rockingham County","950","Pleasant Valley Elementary","212"," ","212"
"2021-2022","82","Rockingham County","390","River Bend Elementary","344"," ","344"
"2021-2022","82","Rockingham County","830","South River Elementary","300"," ","300"
"2021-2022","82","Rockingham County","20","Spotswood High","950","2","952"
"2021-2022","82","Rockingham County","850","Turner Ashby High","1,006","10","1,016"
"2021-2022","82","Rockingham County","890","Wilbur S. Pence Middle","703"," ","703"
"2021-2022","83","Russell County","580","Belfast Elementary","142"," ","142"
"2021-2022","83","Russell County","792","Castlewood Elementary","321"," ","321"
"2021-2022","83","Russell County","791","Castlewood High","320"," ","320"
"2021-2022","83","Russell County","820","Copper Creek Elementary","98"," ","98"
"2021-2022","83","Russell County","890","Honaker Elementary","585"," ","585"
"2021-2022","83","Russell County","540","Honaker High","461"," ","461"
"2021-2022","83","Russell County","410","Lebanon Elementary","289"," ","289"
"2021-2022","83","Russell County","140","Lebanon High","586"," ","586"
"2021-2022","83","Russell County","902","Lebanon Middle","306"," ","306"
"2021-2022","83","Russell County","390","Lebanon Primary","241"," ","241"
"2021-2022","83","Russell County","710","Swords Creek Elementary","107"," ","107"
"2021-2022","139","Salem City","100","Andrew Lewis Middle","887"," ","887"
"2021-2022","139","Salem City","550","East Salem Elementary","437"," ","437"
"2021-2022","139","Salem City","90","G.W. Carver Elementary","448"," ","448"
"2021-2022","139","Salem City","70","Salem High","1,249"," ","1,249"
"2021-2022","139","Salem City","580","South Salem Elementary","379"," ","379"
"2021-2022","139","Salem City","460","West Salem Elementary","399"," ","399"
"2021-2022","84","Scott County","750","Duffield-Pattonsville Primary","282"," ","282"
"2021-2022","84","Scott County","42","Dungannon Intermediate","68"," ","68"
"2021-2022","84","Scott County","102","Fort Blackmore Primary","62"," ","62"
"2021-2022","84","Scott County","770","Gate City High","644","2","646"
"2021-2022","84","Scott County","771","Gate City Middle","329"," ","329"
"2021-2022","84","Scott County","670","Hilton Elementary","151"," ","151"
"2021-2022","84","Scott County","220","Nickelsville Elementary","259"," ","259"
"2021-2022","84","Scott County","260","Rye Cove High","254"," ","254"
"2021-2022","84","Scott County","20","Rye Cove Intermediate","188"," ","188"
"2021-2022","84","Scott County","641","Shoemaker Elementary","509"," ","509"
"2021-2022","84","Scott County","780","Twin Springs High","245"," ","245"
"2021-2022","84","Scott County","740","Weber City Elementary","338"," ","338"
"2021-2022","84","Scott County","790","Yuma Elementary","206"," ","206"
"2021-2022","85","Shenandoah County","780","Central High","760"," ","760"
"2021-2022","85","Shenandoah County","820","Honey Run Elementary","551"," ","551"
"2021-2022","85","Shenandoah County","790","Mountain View High","600"," ","600"
"2021-2022","85","Shenandoah County","40","North Fork Middle","350"," ","350"
"2021-2022","85","Shenandoah County","30","Peter Muhlenberg Middle","514"," ","514"
"2021-2022","85","Shenandoah County","810","Sandy Hook Elementary","857"," ","857"
"2021-2022","85","Shenandoah County","50","Signal Knob Middle","460"," ","460"
"2021-2022","85","Shenandoah County","770","Strasburg High","572"," ","572"
"2021-2022","85","Shenandoah County","20","W.W. Robinson Elementary","1,015"," ","1,015"
"2021-2022","86","Smyth County","290","Atkins Elementary","173"," ","173"
"2021-2022","86","Smyth County","730","Chilhowie Elementary","558"," ","558"
"2021-2022","86","Smyth County","460","Chilhowie High","421"," ","421"
"2021-2022","86","Smyth County","851","Chilhowie Middle","289"," ","289"
"2021-2022","86","Smyth County","710","Marion Elementary","324"," ","324"
"2021-2022","86","Smyth County","680","Marion Middle","450"," ","450"
"2021-2022","86","Smyth County","700","Marion Senior High","644"," ","644"
"2021-2022","86","Smyth County","250","Northwood High","242"," ","242"
"2021-2022","86","Smyth County","120","Northwood Middle","164"," ","164"
"2021-2022","86","Smyth County","690","Oak Point Elementary","361"," ","361"
"2021-2022","86","Smyth County","720","Rich Valley Elementary","124"," ","124"
"2021-2022","86","Smyth County","740","Saltville Elementary","200"," ","200"
"2021-2022","86","Smyth County","555","Sugar Grove Elementary","102"," ","102"
"2021-2022","87","Southampton County","710","Capron Elementary","193"," ","193"
"2021-2022","87","Southampton County","20","Meherrin Elementary","237"," ","237"
"2021-2022","87","Southampton County","10","Nottoway Elementary","240"," ","240"
"2021-2022","87","Southampton County","780","Riverdale Elementary","535"," ","535"
"2021-2022","87","Southampton County","690","Southampton High","749"," ","749"
"2021-2022","87","Southampton County","700","Southampton Middle","646"," ","646"
"2021-2022","88","Spotsylvania County","10","Battlefield Elementary","674"," ","674"
"2021-2022","88","Spotsylvania County","50","Battlefield Middle","828"," ","828"
"2021-2022","88","Spotsylvania County","340","Berkeley Elementary","277"," ","277"
"2021-2022","88","Spotsylvania County","400","Brock Road Elementary","654"," ","654"
"2021-2022","88","Spotsylvania County","511","Cedar Forest Elementary","760"," ","760"
"2021-2022","88","Spotsylvania County","40","Chancellor Elementary","429"," ","429"
"2021-2022","88","Spotsylvania County","381","Chancellor High","1,397"," ","1,397"
"2021-2022","88","Spotsylvania County","382","Chancellor Middle","858"," ","858"
"2021-2022","88","Spotsylvania County","501","Courthouse Road Elementary","764"," ","764"
"2021-2022","88","Spotsylvania County","22","Courtland Elementary","503"," ","503"
"2021-2022","88","Spotsylvania County","20","Courtland High","1,549","1","1,550"
