"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2010-2011","16","Campbell County","200","Altavista High","N","758"," ","758"
"2010-2011","16","Campbell County","200","Altavista High","Y","<"," ","<"
"2010-2011","16","Campbell County","720","Brookville High","N","1,025"," ","1,025"
"2010-2011","16","Campbell County","720","Brookville High","Y","<"," ","<"
"2010-2011","16","Campbell County","20","Brookville Middle","N","691"," ","691"
"2010-2011","16","Campbell County","20","Brookville Middle","Y","18"," ","18"
"2010-2011","16","Campbell County","650","Campbell County Elementary","N","429"," ","429"
"2010-2011","16","Campbell County","130","Concord Elementary","N","420"," ","420"
"2010-2011","16","Campbell County","690","Leesville Road Elementary","N","643"," ","643"
"2010-2011","16","Campbell County","690","Leesville Road Elementary","Y","22"," ","22"
"2010-2011","16","Campbell County","821","Rustburg Elementary","N","557"," ","557"
"2010-2011","16","Campbell County","821","Rustburg Elementary","Y","<"," ","<"
"2010-2011","16","Campbell County","222","Rustburg High","N","944"," ","944"
"2010-2011","16","Campbell County","222","Rustburg High","Y","<"," ","<"
"2010-2011","16","Campbell County","211","Rustburg Middle","N","615"," ","615"
"2010-2011","16","Campbell County","211","Rustburg Middle","Y","<"," ","<"
"2010-2011","16","Campbell County","60","Tomahawk Elementary","N","608"," ","608"
"2010-2011","16","Campbell County","60","Tomahawk Elementary","Y","20"," ","20"
"2010-2011","16","Campbell County","542","William Campbell High","N","588"," ","588"
"2010-2011","16","Campbell County","710","Yellow Branch Elementary","N","561"," ","561"
"2010-2011","16","Campbell County","710","Yellow Branch Elementary","Y","<"," ","<"
"2010-2011","17","Caroline County","620","Bowling Green Elementary","N","347"," ","347"
"2010-2011","17","Caroline County","620","Bowling Green Elementary","Y","<"," ","<"
"2010-2011","17","Caroline County","610","Bowling Green Primary","N","411"," ","411"
"2010-2011","17","Caroline County","610","Bowling Green Primary","Y","<"," ","<"
"2010-2011","17","Caroline County","460","Caroline High","N","1,159"," ","1,159"
"2010-2011","17","Caroline County","460","Caroline High","Y","23"," ","23"
"2010-2011","17","Caroline County","450","Caroline Middle","N","894"," ","894"
"2010-2011","17","Caroline County","450","Caroline Middle","Y","21"," ","21"
"2010-2011","17","Caroline County","9020","Lewis & Clark Elementary","N","847"," ","847"
"2010-2011","17","Caroline County","9020","Lewis & Clark Elementary","Y","18"," ","18"
"2010-2011","17","Caroline County","630","Madison Elementary","N","520"," ","520"
"2010-2011","17","Caroline County","630","Madison Elementary","Y","<"," ","<"
"2010-2011","18","Carroll County","1230","Carroll County High","N","854"," ","854"
"2010-2011","18","Carroll County","1230","Carroll County High","Y","20"," ","20"
"2010-2011","18","Carroll County","360","Carroll County Intermediate","N","659"," ","659"
"2010-2011","18","Carroll County","360","Carroll County Intermediate","Y","29"," ","29"
"2010-2011","18","Carroll County","1180","Fancy Gap Elementary","N","196"," ","196"
"2010-2011","18","Carroll County","1180","Fancy Gap Elementary","Y","<"," ","<"
"2010-2011","18","Carroll County","1150","Gladesboro Elementary","N","133"," ","133"
"2010-2011","18","Carroll County","1150","Gladesboro Elementary","Y","16"," ","16"
"2010-2011","18","Carroll County","1210","Gladeville Elementary","N","348"," ","348"
"2010-2011","18","Carroll County","1210","Gladeville Elementary","Y","18"," ","18"
"2010-2011","18","Carroll County","1170","Hillsville Elementary","N","537"," ","537"
"2010-2011","18","Carroll County","1170","Hillsville Elementary","Y","10"," ","10"
"2010-2011","18","Carroll County","1160","Laurel Elementary","N","310"," ","310"
"2010-2011","18","Carroll County","1160","Laurel Elementary","Y","<"," ","<"
"2010-2011","18","Carroll County","1130","Oakland Elementary","N","240"," ","240"
"2010-2011","18","Carroll County","1130","Oakland Elementary","Y","39"," ","39"
"2010-2011","18","Carroll County","1110","St. Paul","N","457"," ","457"
"2010-2011","18","Carroll County","1110","St. Paul","Y","12"," ","12"
"2010-2011","18","Carroll County","450","Woodlawn Elementary","N","567"," ","567"
"2010-2011","18","Carroll County","450","Woodlawn Elementary","Y","17"," ","17"
"2010-2011","19","Charles City County","80","Charles City County Elementary","N","381"," ","381"
"2010-2011","19","Charles City County","80","Charles City County Elementary","Y","<"," ","<"
"2010-2011","19","Charles City County","100","Charles City County High","N","265"," ","265"
"2010-2011","19","Charles City County","100","Charles City County High","Y","<"," ","<"
"2010-2011","19","Charles City County","110","Charles City County Middle","N","182"," ","182"
"2010-2011","19","Charles City County","110","Charles City County Middle","Y","<"," ","<"
"2010-2011","20","Charlotte County","470","Bacon District Elementary","N","192"," ","192"
"2010-2011","20","Charlotte County","470","Bacon District Elementary","Y","<"," ","<"
"2010-2011","20","Charlotte County","210","Central Middle","N","468"," ","468"
"2010-2011","20","Charlotte County","210","Central Middle","Y","<"," ","<"
"2010-2011","20","Charlotte County","571","Early Learning Center","N","81"," ","81"
"2010-2011","20","Charlotte County","100","Eureka Elementary","N","412"," ","412"
"2010-2011","20","Charlotte County","100","Eureka Elementary","Y","<"," ","<"
"2010-2011","20","Charlotte County","450","J. Murray Jeffress Elementary","N","133"," ","133"
"2010-2011","20","Charlotte County","450","J. Murray Jeffress Elementary","Y","<"," ","<"
"2010-2011","20","Charlotte County","110","Phenix Elementary","N","149"," ","149"
"2010-2011","20","Charlotte County","110","Phenix Elementary","Y","<"," ","<"
"2010-2011","20","Charlotte County","460","Randolph Henry High","N","669"," ","669"
"2010-2011","20","Charlotte County","460","Randolph Henry High","Y","10"," ","10"
"2010-2011","104","Charlottesville City","100","Buford Middle","N","425"," ","425"
"2010-2011","104","Charlottesville City","100","Buford Middle","Y","42"," ","42"
"2010-2011","104","Charlottesville City","70","Burnley-Moran Elementary","N","327"," ","327"
"2010-2011","104","Charlottesville City","70","Burnley-Moran Elementary","Y","23"," ","23"
"2010-2011","104","Charlottesville City","140","Charlottesville High","N","1,071"," ","1,071"
"2010-2011","104","Charlottesville City","140","Charlottesville High","Y","98"," ","98"
"2010-2011","104","Charlottesville City","50","Clark Elementary","N","267"," ","267"
"2010-2011","104","Charlottesville City","50","Clark Elementary","Y","10"," ","10"
"2010-2011","104","Charlottesville City","90","Greenbrier Elementary","N","251"," ","251"
"2010-2011","104","Charlottesville City","90","Greenbrier Elementary","Y","68"," ","68"
"2010-2011","104","Charlottesville City","120","Jackson-Via Elementary","N","232"," ","232"
"2010-2011","104","Charlottesville City","120","Jackson-Via Elementary","Y","61"," ","61"
"2010-2011","104","Charlottesville City","10","Johnson Elementary","N","246"," ","246"
"2010-2011","104","Charlottesville City","10","Johnson Elementary","Y","57"," ","57"
"2010-2011","104","Charlottesville City","40","Venable Elementary","N","276"," ","276"
"2010-2011","104","Charlottesville City","40","Venable Elementary","Y","22"," ","22"
"2010-2011","104","Charlottesville City","110","Walker Upper Elementary","N","490"," ","490"
"2010-2011","104","Charlottesville City","110","Walker Upper Elementary","Y","64"," ","64"
"2010-2011","136","Chesapeake City","630","B.M. Williams Primary","N","824"," ","824"
"2010-2011","136","Chesapeake City","630","B.M. Williams Primary","Y","24"," ","24"
"2010-2011","136","Chesapeake City","860","Butts Road Intermediate","N","697","<","700"
"2010-2011","136","Chesapeake City","860","Butts Road Intermediate","Y","<","<","10"
"2010-2011","136","Chesapeake City","770","Butts Road Primary","N","679"," ","679"
"2010-2011","136","Chesapeake City","770","Butts Road Primary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","90","Camelot Elementary","N","607"," ","607"
"2010-2011","136","Chesapeake City","90","Camelot Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","900","Cedar Road Elementary","N","838"," ","838"
"2010-2011","136","Chesapeake City","900","Cedar Road Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","700","Crestwood Intermediate","N","733"," ","733"
"2010-2011","136","Chesapeake City","700","Crestwood Intermediate","Y","42"," ","42"
"2010-2011","136","Chesapeake City","560","Crestwood Middle","N","585"," ","585"
"2010-2011","136","Chesapeake City","560","Crestwood Middle","Y","16"," ","16"
"2010-2011","136","Chesapeake City","660","Deep Creek Central Elementary","N","537"," ","537"
"2010-2011","136","Chesapeake City","660","Deep Creek Central Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","210","Deep Creek Elementary","N","679"," ","679"
"2010-2011","136","Chesapeake City","210","Deep Creek Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","100","Deep Creek High","N","1,304"," ","1,304"
"2010-2011","136","Chesapeake City","100","Deep Creek High","Y","12"," ","12"
"2010-2011","136","Chesapeake City","610","Deep Creek Middle","N","459"," ","459"
"2010-2011","136","Chesapeake City","610","Deep Creek Middle","Y","11"," ","11"
"2010-2011","136","Chesapeake City","640","Edwin W. Chittum Elementary","N","709"," ","709"
"2010-2011","136","Chesapeake City","640","Edwin W. Chittum Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","720","G.A. Treakle Elementary","N","484"," ","484"
"2010-2011","136","Chesapeake City","720","G.A. Treakle Elementary","Y","23"," ","23"
"2010-2011","136","Chesapeake City","50","George W. Carver Intermediate","N","540"," ","540"
"2010-2011","136","Chesapeake City","50","George W. Carver Intermediate","Y","26"," ","26"
"2010-2011","136","Chesapeake City","820","Georgetown Primary","N","792"," ","792"
"2010-2011","136","Chesapeake City","820","Georgetown Primary","Y","19"," ","19"
"2010-2011","136","Chesapeake City","950","Grassfield Elementary","N","868","<","869"
"2010-2011","136","Chesapeake City","950","Grassfield Elementary","Y","20"," ","20"
"2010-2011","136","Chesapeake City","960","Grassfield High","N","2,092"," ","2,092"
"2010-2011","136","Chesapeake City","960","Grassfield High","Y","14"," ","14"
"2010-2011","136","Chesapeake City","120","Great Bridge High","N","1,655","<","1,656"
"2010-2011","136","Chesapeake City","120","Great Bridge High","Y","18"," ","18"
"2010-2011","136","Chesapeake City","850","Great Bridge Intermediate","N","564","<","565"
"2010-2011","136","Chesapeake City","850","Great Bridge Intermediate","Y","10"," ","10"
"2010-2011","136","Chesapeake City","590","Great Bridge Middle","N","1,162"," ","1,162"
"2010-2011","136","Chesapeake City","590","Great Bridge Middle","Y","<"," ","<"
"2010-2011","136","Chesapeake City","680","Great Bridge Primary","N","558","<","559"
"2010-2011","136","Chesapeake City","680","Great Bridge Primary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","870","Greenbrier Intermediate","N","620"," ","620"
"2010-2011","136","Chesapeake City","870","Greenbrier Intermediate","Y","20"," ","20"
"2010-2011","136","Chesapeake City","972","Greenbrier Middle","N","886"," ","886"
"2010-2011","136","Chesapeake City","972","Greenbrier Middle","Y","20"," ","20"
"2010-2011","136","Chesapeake City","140","Greenbrier Primary","N","617","<","619"
"2010-2011","136","Chesapeake City","140","Greenbrier Primary","Y","15"," ","15"
"2010-2011","136","Chesapeake City","340","Hickory Elementary","N","413"," ","413"
"2010-2011","136","Chesapeake City","340","Hickory Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","890","Hickory High","N","1,911"," ","1,911"
"2010-2011","136","Chesapeake City","890","Hickory High","Y","11"," ","11"
"2010-2011","136","Chesapeake City","280","Hickory Middle","N","1,694","<","1,695"
"2010-2011","136","Chesapeake City","280","Hickory Middle","Y","19"," ","19"
"2010-2011","136","Chesapeake City","920","Hugo A. Owens Middle","N","1,069"," ","1,069"
"2010-2011","136","Chesapeake City","920","Hugo A. Owens Middle","Y","13"," ","13"
"2010-2011","136","Chesapeake City","830","Indian River High","N","1,687"," ","1,687"
"2010-2011","136","Chesapeake City","830","Indian River High","Y","34"," ","34"
"2010-2011","136","Chesapeake City","710","Indian River Middle","N","745"," ","745"
"2010-2011","136","Chesapeake City","710","Indian River Middle","Y","16"," ","16"
"2010-2011","136","Chesapeake City","973","Jolliff Middle","N","713"," ","713"
"2010-2011","136","Chesapeake City","973","Jolliff Middle","Y","<"," ","<"
"2010-2011","136","Chesapeake City","160","Norfolk Highlands Primary","N","330"," ","330"
"2010-2011","136","Chesapeake City","160","Norfolk Highlands Primary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","80","Oscar F. Smith High","N","2,136","<","2,137"
"2010-2011","136","Chesapeake City","80","Oscar F. Smith High","Y","41"," ","41"
"2010-2011","136","Chesapeake City","10","Oscar Smith Middle","N","944","<","945"
"2010-2011","136","Chesapeake City","10","Oscar Smith Middle","Y","22"," ","22"
"2010-2011","136","Chesapeake City","730","Portlock Primary","N","525"," ","525"
"2010-2011","136","Chesapeake City","730","Portlock Primary","Y","33"," ","33"
"2010-2011","136","Chesapeake City","200","Rena B. Wright Primary","N","309"," ","309"
"2010-2011","136","Chesapeake City","200","Rena B. Wright Primary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","620","Southeastern Elementary","N","733"," ","733"
"2010-2011","136","Chesapeake City","620","Southeastern Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","600","Southwestern Elementary","N","600"," ","600"
"2010-2011","136","Chesapeake City","600","Southwestern Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","750","Sparrow Road Intermediate","N","467"," ","467"
"2010-2011","136","Chesapeake City","750","Sparrow Road Intermediate","Y","<"," ","<"
"2010-2011","136","Chesapeake City","40","Thurgood Marshall Elementary","N","538"," ","538"
"2010-2011","136","Chesapeake City","40","Thurgood Marshall Elementary","Y","<"," ","<"
"2010-2011","136","Chesapeake City","971","Truitt Intermediate","N","282","<","283"
"2010-2011","136","Chesapeake City","971","Truitt Intermediate","Y","<"," ","<"
"2010-2011","136","Chesapeake City","840","Western Branch High","N","2,208"," ","2,208"
"2010-2011","136","Chesapeake City","840","Western Branch High","Y","23"," ","23"
"2010-2011","136","Chesapeake City","810","Western Branch Intermediate","N","764"," ","764"
"2010-2011","136","Chesapeake City","810","Western Branch Intermediate","Y","17"," ","17"
"2010-2011","136","Chesapeake City","740","Western Branch Middle","N","874"," ","874"
"2010-2011","136","Chesapeake City","740","Western Branch Middle","Y","18"," ","18"
"2010-2011","136","Chesapeake City","110","Western Branch Primary","N","655","<","656"
"2010-2011","136","Chesapeake City","110","Western Branch Primary","Y","<"," ","<"
