"School Year","Division Number","Division Name","School Number","School Name","Disabled","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2010-2011","13","Brunswick County","720","Totaro Elementary","Y","23"," ","23"
"2010-2011","14","Buchanan County","90","Council Elementary/Middle","N","163"," ","163"
"2010-2011","14","Buchanan County","90","Council Elementary/Middle","Y","43"," ","43"
"2010-2011","14","Buchanan County","1000","Council High","N","109"," ","109"
"2010-2011","14","Buchanan County","1000","Council High","Y","31"," ","31"
"2010-2011","14","Buchanan County","990","Grundy High","N","406"," ","406"
"2010-2011","14","Buchanan County","990","Grundy High","Y","85"," ","85"
"2010-2011","14","Buchanan County","120","Hurley Elementary/Middle","N","331"," ","331"
"2010-2011","14","Buchanan County","120","Hurley Elementary/Middle","Y","75"," ","75"
"2010-2011","14","Buchanan County","1020","Hurley High","N","194"," ","194"
"2010-2011","14","Buchanan County","1020","Hurley High","Y","48"," ","48"
"2010-2011","14","Buchanan County","20","J.M. Bevins Elementary","N","110"," ","110"
"2010-2011","14","Buchanan County","20","J.M. Bevins Elementary","Y","20"," ","20"
"2010-2011","14","Buchanan County","1040","Riverview Elementary/Middle","N","715"," ","715"
"2010-2011","14","Buchanan County","1040","Riverview Elementary/Middle","Y","157"," ","157"
"2010-2011","14","Buchanan County","10","Russell Prater Elementary","N","110"," ","110"
"2010-2011","14","Buchanan County","10","Russell Prater Elementary","Y","13"," ","13"
"2010-2011","14","Buchanan County","1041","Twin Valley Elementary/Middle","N","361"," ","361"
"2010-2011","14","Buchanan County","1041","Twin Valley Elementary/Middle","Y","67"," ","67"
"2010-2011","14","Buchanan County","1042","Twin Valley High","N","244"," ","244"
"2010-2011","14","Buchanan County","1042","Twin Valley High","Y","51"," ","51"
"2010-2011","15","Buckingham County","700","Buckingham County High","N","570"," ","570"
"2010-2011","15","Buckingham County","700","Buckingham County High","Y","71"," ","71"
"2010-2011","15","Buckingham County","721","Buckingham County Middle","N","387"," ","387"
"2010-2011","15","Buckingham County","721","Buckingham County Middle","Y","58"," ","58"
"2010-2011","15","Buckingham County","10","Buckingham Primary","N","176"," ","176"
"2010-2011","15","Buckingham County","10","Buckingham Primary","Y","16"," ","16"
"2010-2011","15","Buckingham County","722","Dillwyn Elementary","N","176"," ","176"
"2010-2011","15","Buckingham County","722","Dillwyn Elementary","Y","26"," ","26"
"2010-2011","15","Buckingham County","510","Dillwyn Primary","N","306"," ","306"
"2010-2011","15","Buckingham County","510","Dillwyn Primary","Y","37"," ","37"
"2010-2011","15","Buckingham County","730","Gold Hill Elementary","N","189"," ","189"
"2010-2011","15","Buckingham County","730","Gold Hill Elementary","Y","23"," ","23"
"2010-2011","103","Buena Vista City","40","Enderly Heights Elementary","N","213"," ","213"
"2010-2011","103","Buena Vista City","40","Enderly Heights Elementary","Y","42"," ","42"
"2010-2011","103","Buena Vista City","70","F.W. Kling Jr. Elementary","N","155"," ","155"
"2010-2011","103","Buena Vista City","70","F.W. Kling Jr. Elementary","Y","25"," ","25"
"2010-2011","103","Buena Vista City","62","Parry McCluer High","N","298"," ","298"
"2010-2011","103","Buena Vista City","62","Parry McCluer High","Y","37"," ","37"
"2010-2011","103","Buena Vista City","61","Parry McCluer Middle","N","319"," ","319"
"2010-2011","103","Buena Vista City","61","Parry McCluer Middle","Y","46"," ","46"
"2010-2011","16","Campbell County","560","Altavista Elementary","N","539"," ","539"
"2010-2011","16","Campbell County","560","Altavista Elementary","Y","64"," ","64"
"2010-2011","16","Campbell County","200","Altavista High","N","690"," ","690"
"2010-2011","16","Campbell County","200","Altavista High","Y","71"," ","71"
"2010-2011","16","Campbell County","720","Brookville High","N","969"," ","969"
"2010-2011","16","Campbell County","720","Brookville High","Y","64"," ","64"
"2010-2011","16","Campbell County","20","Brookville Middle","N","657"," ","657"
"2010-2011","16","Campbell County","20","Brookville Middle","Y","52"," ","52"
"2010-2011","16","Campbell County","650","Campbell County Elementary","N","384"," ","384"
"2010-2011","16","Campbell County","650","Campbell County Elementary","Y","45"," ","45"
"2010-2011","16","Campbell County","130","Concord Elementary","N","379"," ","379"
"2010-2011","16","Campbell County","130","Concord Elementary","Y","41"," ","41"
"2010-2011","16","Campbell County","690","Leesville Road Elementary","N","600"," ","600"
"2010-2011","16","Campbell County","690","Leesville Road Elementary","Y","65"," ","65"
"2010-2011","16","Campbell County","821","Rustburg Elementary","N","510"," ","510"
"2010-2011","16","Campbell County","821","Rustburg Elementary","Y","50"," ","50"
"2010-2011","16","Campbell County","222","Rustburg High","N","858"," ","858"
"2010-2011","16","Campbell County","222","Rustburg High","Y","89"," ","89"
"2010-2011","16","Campbell County","211","Rustburg Middle","N","545"," ","545"
"2010-2011","16","Campbell County","211","Rustburg Middle","Y","72"," ","72"
"2010-2011","16","Campbell County","60","Tomahawk Elementary","N","580"," ","580"
"2010-2011","16","Campbell County","60","Tomahawk Elementary","Y","48"," ","48"
"2010-2011","16","Campbell County","542","William Campbell High","N","531"," ","531"
"2010-2011","16","Campbell County","542","William Campbell High","Y","57"," ","57"
"2010-2011","16","Campbell County","710","Yellow Branch Elementary","N","469"," ","469"
"2010-2011","16","Campbell County","710","Yellow Branch Elementary","Y","99"," ","99"
"2010-2011","17","Caroline County","620","Bowling Green Elementary","N","282"," ","282"
"2010-2011","17","Caroline County","620","Bowling Green Elementary","Y","70"," ","70"
"2010-2011","17","Caroline County","610","Bowling Green Primary","N","348"," ","348"
"2010-2011","17","Caroline County","610","Bowling Green Primary","Y","67"," ","67"
"2010-2011","17","Caroline County","460","Caroline High","N","1,002"," ","1,002"
"2010-2011","17","Caroline County","460","Caroline High","Y","180"," ","180"
"2010-2011","17","Caroline County","450","Caroline Middle","N","777"," ","777"
"2010-2011","17","Caroline County","450","Caroline Middle","Y","138"," ","138"
"2010-2011","17","Caroline County","9020","Lewis & Clark Elementary","N","746"," ","746"
"2010-2011","17","Caroline County","9020","Lewis & Clark Elementary","Y","119"," ","119"
"2010-2011","17","Caroline County","630","Madison Elementary","N","457"," ","457"
"2010-2011","17","Caroline County","630","Madison Elementary","Y","71"," ","71"
"2010-2011","18","Carroll County","1230","Carroll County High","N","763"," ","763"
"2010-2011","18","Carroll County","1230","Carroll County High","Y","111"," ","111"
"2010-2011","18","Carroll County","360","Carroll County Intermediate","N","621"," ","621"
"2010-2011","18","Carroll County","360","Carroll County Intermediate","Y","67"," ","67"
"2010-2011","18","Carroll County","1180","Fancy Gap Elementary","N","177"," ","177"
"2010-2011","18","Carroll County","1180","Fancy Gap Elementary","Y","23"," ","23"
"2010-2011","18","Carroll County","1150","Gladesboro Elementary","N","129"," ","129"
"2010-2011","18","Carroll County","1150","Gladesboro Elementary","Y","20"," ","20"
"2010-2011","18","Carroll County","1210","Gladeville Elementary","N","326"," ","326"
"2010-2011","18","Carroll County","1210","Gladeville Elementary","Y","40"," ","40"
"2010-2011","18","Carroll County","1170","Hillsville Elementary","N","440"," ","440"
"2010-2011","18","Carroll County","1170","Hillsville Elementary","Y","107"," ","107"
"2010-2011","18","Carroll County","1160","Laurel Elementary","N","269"," ","269"
"2010-2011","18","Carroll County","1160","Laurel Elementary","Y","46"," ","46"
"2010-2011","18","Carroll County","1130","Oakland Elementary","N","245"," ","245"
"2010-2011","18","Carroll County","1130","Oakland Elementary","Y","34"," ","34"
"2010-2011","18","Carroll County","1110","St. Paul","N","405"," ","405"
"2010-2011","18","Carroll County","1110","St. Paul","Y","64"," ","64"
"2010-2011","18","Carroll County","450","Woodlawn Elementary","N","525"," ","525"
"2010-2011","18","Carroll County","450","Woodlawn Elementary","Y","59"," ","59"
"2010-2011","19","Charles City County","80","Charles City County Elementary","N","335"," ","335"
"2010-2011","19","Charles City County","80","Charles City County Elementary","Y","54"," ","54"
"2010-2011","19","Charles City County","100","Charles City County High","N","219"," ","219"
"2010-2011","19","Charles City County","100","Charles City County High","Y","50"," ","50"
"2010-2011","19","Charles City County","110","Charles City County Middle","N","158"," ","158"
"2010-2011","19","Charles City County","110","Charles City County Middle","Y","28"," ","28"
"2010-2011","20","Charlotte County","470","Bacon District Elementary","N","158"," ","158"
"2010-2011","20","Charlotte County","470","Bacon District Elementary","Y","35"," ","35"
"2010-2011","20","Charlotte County","210","Central Middle","N","407"," ","407"
"2010-2011","20","Charlotte County","210","Central Middle","Y","65"," ","65"
"2010-2011","20","Charlotte County","571","Early Learning Center","N","71"," ","71"
"2010-2011","20","Charlotte County","571","Early Learning Center","Y","10"," ","10"
"2010-2011","20","Charlotte County","100","Eureka Elementary","N","369"," ","369"
"2010-2011","20","Charlotte County","100","Eureka Elementary","Y","47"," ","47"
"2010-2011","20","Charlotte County","450","J. Murray Jeffress Elementary","N","95"," ","95"
"2010-2011","20","Charlotte County","450","J. Murray Jeffress Elementary","Y","39"," ","39"
"2010-2011","20","Charlotte County","110","Phenix Elementary","N","118"," ","118"
"2010-2011","20","Charlotte County","110","Phenix Elementary","Y","32"," ","32"
"2010-2011","20","Charlotte County","460","Randolph Henry High","N","591"," ","591"
"2010-2011","20","Charlotte County","460","Randolph Henry High","Y","88"," ","88"
"2010-2011","104","Charlottesville City","100","Buford Middle","N","397"," ","397"
"2010-2011","104","Charlottesville City","100","Buford Middle","Y","70"," ","70"
"2010-2011","104","Charlottesville City","70","Burnley-Moran Elementary","N","300"," ","300"
"2010-2011","104","Charlottesville City","70","Burnley-Moran Elementary","Y","50"," ","50"
"2010-2011","104","Charlottesville City","140","Charlottesville High","N","1,011"," ","1,011"
"2010-2011","104","Charlottesville City","140","Charlottesville High","Y","158"," ","158"
"2010-2011","104","Charlottesville City","50","Clark Elementary","N","229"," ","229"
"2010-2011","104","Charlottesville City","50","Clark Elementary","Y","48"," ","48"
"2010-2011","104","Charlottesville City","90","Greenbrier Elementary","N","277"," ","277"
"2010-2011","104","Charlottesville City","90","Greenbrier Elementary","Y","42"," ","42"
"2010-2011","104","Charlottesville City","120","Jackson-Via Elementary","N","242"," ","242"
"2010-2011","104","Charlottesville City","120","Jackson-Via Elementary","Y","51"," ","51"
"2010-2011","104","Charlottesville City","10","Johnson Elementary","N","261"," ","261"
"2010-2011","104","Charlottesville City","10","Johnson Elementary","Y","42"," ","42"
"2010-2011","104","Charlottesville City","40","Venable Elementary","N","272"," ","272"
"2010-2011","104","Charlottesville City","40","Venable Elementary","Y","26"," ","26"
"2010-2011","104","Charlottesville City","110","Walker Upper Elementary","N","466"," ","466"
"2010-2011","104","Charlottesville City","110","Walker Upper Elementary","Y","88"," ","88"
"2010-2011","136","Chesapeake City","630","B.M. Williams Primary","N","712"," ","712"
"2010-2011","136","Chesapeake City","630","B.M. Williams Primary","Y","136"," ","136"
"2010-2011","136","Chesapeake City","860","Butts Road Intermediate","N","600"," ","600"
"2010-2011","136","Chesapeake City","860","Butts Road Intermediate","Y","106","<","110"
"2010-2011","136","Chesapeake City","770","Butts Road Primary","N","579"," ","579"
"2010-2011","136","Chesapeake City","770","Butts Road Primary","Y","104"," ","104"
"2010-2011","136","Chesapeake City","90","Camelot Elementary","N","512"," ","512"
"2010-2011","136","Chesapeake City","90","Camelot Elementary","Y","101"," ","101"
"2010-2011","136","Chesapeake City","900","Cedar Road Elementary","N","718"," ","718"
"2010-2011","136","Chesapeake City","900","Cedar Road Elementary","Y","129"," ","129"
"2010-2011","136","Chesapeake City","700","Crestwood Intermediate","N","635"," ","635"
"2010-2011","136","Chesapeake City","700","Crestwood Intermediate","Y","140"," ","140"
"2010-2011","136","Chesapeake City","560","Crestwood Middle","N","492"," ","492"
"2010-2011","136","Chesapeake City","560","Crestwood Middle","Y","109"," ","109"
"2010-2011","136","Chesapeake City","660","Deep Creek Central Elementary","N","450"," ","450"
"2010-2011","136","Chesapeake City","660","Deep Creek Central Elementary","Y","93"," ","93"
"2010-2011","136","Chesapeake City","210","Deep Creek Elementary","N","560"," ","560"
"2010-2011","136","Chesapeake City","210","Deep Creek Elementary","Y","127"," ","127"
"2010-2011","136","Chesapeake City","100","Deep Creek High","N","1,041"," ","1,041"
"2010-2011","136","Chesapeake City","100","Deep Creek High","Y","275"," ","275"
"2010-2011","136","Chesapeake City","610","Deep Creek Middle","N","365"," ","365"
"2010-2011","136","Chesapeake City","610","Deep Creek Middle","Y","105"," ","105"
"2010-2011","136","Chesapeake City","640","Edwin W. Chittum Elementary","N","620"," ","620"
"2010-2011","136","Chesapeake City","640","Edwin W. Chittum Elementary","Y","97"," ","97"
"2010-2011","136","Chesapeake City","720","G.A. Treakle Elementary","N","409"," ","409"
"2010-2011","136","Chesapeake City","720","G.A. Treakle Elementary","Y","98"," ","98"
"2010-2011","136","Chesapeake City","50","George W. Carver Intermediate","N","435"," ","435"
"2010-2011","136","Chesapeake City","50","George W. Carver Intermediate","Y","131"," ","131"
"2010-2011","136","Chesapeake City","820","Georgetown Primary","N","683"," ","683"
"2010-2011","136","Chesapeake City","820","Georgetown Primary","Y","128"," ","128"
"2010-2011","136","Chesapeake City","950","Grassfield Elementary","N","756","<","757"
"2010-2011","136","Chesapeake City","950","Grassfield Elementary","Y","132"," ","132"
"2010-2011","136","Chesapeake City","960","Grassfield High","N","1,884"," ","1,884"
"2010-2011","136","Chesapeake City","960","Grassfield High","Y","222"," ","222"
"2010-2011","136","Chesapeake City","120","Great Bridge High","N","1,472","<","1,473"
"2010-2011","136","Chesapeake City","120","Great Bridge High","Y","201"," ","201"
"2010-2011","136","Chesapeake City","850","Great Bridge Intermediate","N","491"," ","491"
"2010-2011","136","Chesapeake City","850","Great Bridge Intermediate","Y","83","<","84"
"2010-2011","136","Chesapeake City","590","Great Bridge Middle","N","1,044"," ","1,044"
"2010-2011","136","Chesapeake City","590","Great Bridge Middle","Y","127"," ","127"
